 Area , Condition , Age Group , Sex , Year , Rate , Rate CV , Rate_95%_CI_Lower , Rate_95%_CI_Upper , Number , Population 
British Columbia,Diabetes,'35-49',Females,2003,2.63,0.86,2.58,2.67,"13,610","517,840"
British Columbia,Diabetes,'50-64',Females,2003,7.77,0.58,7.68,7.86,"29,830","384,000"
British Columbia,Diabetes,'65-79',Females,2003,15.54,0.54,15.37,15.71,"33,900","218,150"
British Columbia,Diabetes,'80+',Females,2003,14.4,0.81,14.17,14.63,"15,170","105,370"
British Columbia,Diabetes,'1+',Males,2003,5.38,0.3,5.34,5.41,"111,760","2,078,960"
British Columbia,Diabetes,'1-19',Males,2003,0.27,2.72,0.26,0.29,"1,350","492,740"
British Columbia,Diabetes,'20-34',Males,2003,0.75,1.77,0.73,0.78,"3,200","424,080"
British Columbia,Diabetes,'35-49',Males,2003,3.04,0.8,2.99,3.08,"15,520","511,230"
British Columbia,Diabetes,'50-64',Males,2003,10.34,0.5,10.24,10.45,"39,900","385,750"
British Columbia,Diabetes,'65-79',Males,2003,19.8,0.5,19.6,19.99,"40,100","202,550"
British Columbia,Diabetes,'80+',Males,2003,18.66,0.93,18.32,19,"11,680","62,590"
British Columbia,Diabetes,'1+',Both sexes,2004,5.36,0.21,5.34,5.38,"227,370","4,242,250"
British Columbia,Diabetes,'1-19',Both sexes,2004,0.28,1.94,0.27,0.29,"2,650","952,730"
British Columbia,Diabetes,'20-34',Both sexes,2004,0.83,1.19,0.81,0.85,"7,060","852,090"
British Columbia,Diabetes,'35-49',Both sexes,2004,3.01,0.57,2.98,3.05,"31,100","1,032,070"
British Columbia,Diabetes,'50-64',Both sexes,2004,9.54,0.36,9.47,9.61,"76,730","804,260"
British Columbia,Diabetes,'65-79',Both sexes,2004,18.69,0.35,18.56,18.82,"79,940","427,640"
British Columbia,Diabetes,'80+',Both sexes,2004,17.24,0.58,17.04,17.43,"29,900","173,460"
British Columbia,Diabetes,'1+',Females,2004,4.95,0.31,4.92,4.98,"105,790","2,137,760"
British Columbia,Diabetes,'1-19',Females,2004,0.27,2.84,0.25,0.28,"1,240","463,350"
British Columbia,Diabetes,'20-34',Females,2004,0.88,1.64,0.85,0.9,"3,720","424,910"
British Columbia,Diabetes,'35-49',Females,2004,2.8,0.83,2.76,2.85,"14,520","518,500"
British Columbia,Diabetes,'50-64',Females,2004,8.23,0.55,8.14,8.32,"33,050","401,670"
British Columbia,Diabetes,'65-79',Females,2004,16.48,0.52,16.31,16.65,"36,390","220,790"
British Columbia,Diabetes,'80+',Females,2004,15.53,0.77,15.3,15.77,"16,860","108,530"
British Columbia,Diabetes,'1+',Males,2004,5.78,0.29,5.75,5.81,"121,590","2,104,500"
British Columbia,Diabetes,'1-19',Males,2004,0.29,2.66,0.27,0.3,"1,410","489,380"
British Columbia,Diabetes,'20-34',Males,2004,0.78,1.73,0.76,0.81,"3,350","427,190"
British Columbia,Diabetes,'35-49',Males,2004,3.23,0.78,3.18,3.28,"16,570","513,570"
British Columbia,Diabetes,'50-64',Males,2004,10.85,0.48,10.74,10.95,"43,660","402,580"
British Columbia,Diabetes,'65-79',Males,2004,21.05,0.48,20.86,21.25,"43,550","206,840"
British Columbia,Diabetes,'80+',Males,2004,20.08,0.88,19.74,20.43,"13,040","64,940"
British Columbia,Diabetes,'1+',Both sexes,2005,5.72,0.2,5.7,5.74,"245,970","4,299,080"
British Columbia,Diabetes,'1-19',Both sexes,2005,0.29,1.91,0.28,0.3,"2,730","950,300"
British Columbia,Diabetes,'20-34',Both sexes,2005,0.87,1.16,0.85,0.89,"7,420","857,070"
British Columbia,Diabetes,'35-49',Both sexes,2005,3.19,0.55,3.15,3.22,"33,070","1,038,260"
British Columbia,Diabetes,'50-64',Both sexes,2005,9.96,0.35,9.89,10.03,"83,440","837,740"
British Columbia,Diabetes,'65-79',Both sexes,2005,19.74,0.34,19.61,19.88,"86,220","436,690"
British Columbia,Diabetes,'80+',Both sexes,2005,18.48,0.55,18.28,18.68,"33,090","179,030"
British Columbia,Diabetes,'1+',Females,2005,5.28,0.3,5.25,5.31,"114,360","2,166,490"
British Columbia,Diabetes,'1-19',Females,2005,0.27,2.81,0.26,0.29,"1,270","462,190"
British Columbia,Diabetes,'20-34',Females,2005,0.91,1.6,0.88,0.94,"3,900","427,310"
British Columbia,Diabetes,'35-49',Females,2005,2.96,0.8,2.92,3.01,"15,470","521,780"
British Columbia,Diabetes,'50-64',Females,2005,8.59,0.53,8.5,8.68,"35,990","418,850"
British Columbia,Diabetes,'65-79',Females,2005,17.37,0.51,17.2,17.54,"39,050","224,790"
British Columbia,Diabetes,'80+',Females,2005,16.75,0.73,16.51,16.99,"18,690","111,580"
British Columbia,Diabetes,'1+',Males,2005,6.17,0.28,6.14,6.2,"131,610","2,132,600"
British Columbia,Diabetes,'1-19',Males,2005,0.3,2.62,0.28,0.31,"1,460","488,100"
British Columbia,Diabetes,'20-34',Males,2005,0.82,1.69,0.79,0.85,"3,520","429,770"
British Columbia,Diabetes,'35-49',Males,2005,3.41,0.75,3.36,3.46,"17,600","516,470"
British Columbia,Diabetes,'50-64',Males,2005,11.33,0.46,11.23,11.43,"47,450","418,890"
British Columbia,Diabetes,'65-79',Males,2005,22.26,0.46,22.06,22.46,"47,160","211,890"
British Columbia,Diabetes,'80+',Males,2005,21.36,0.83,21.02,21.72,"14,410","67,450"
British Columbia,Diabetes,'1+',Both sexes,2006,6.12,0.19,6.1,6.15,"265,930","4,341,870"
British Columbia,Diabetes,'1-19',Both sexes,2006,0.3,1.88,0.29,0.31,"2,830","946,430"
British Columbia,Diabetes,'20-34',Both sexes,2006,0.9,1.14,0.88,0.92,"7,740","862,020"
British Columbia,Diabetes,'35-49',Both sexes,2006,3.41,0.53,3.37,3.44,"35,170","1,032,700"
British Columbia,Diabetes,'50-64',Both sexes,2006,10.43,0.33,10.36,10.5,"90,680","869,330"
British Columbia,Diabetes,'65-79',Both sexes,2006,20.83,0.33,20.7,20.96,"92,990","446,450"
British Columbia,Diabetes,'80+',Both sexes,2006,19.75,0.52,19.55,19.95,"36,520","184,920"
British Columbia,Diabetes,'1+',Females,2006,5.64,0.28,5.61,5.67,"123,570","2,190,870"
British Columbia,Diabetes,'1-19',Females,2006,0.29,2.75,0.27,0.3,"1,320","460,310"
British Columbia,Diabetes,'20-34',Females,2006,0.93,1.58,0.9,0.96,"4,020","430,920"
British Columbia,Diabetes,'35-49',Females,2006,3.15,0.78,3.1,3.2,"16,370","520,050"
British Columbia,Diabetes,'50-64',Females,2006,9.03,0.5,8.94,9.12,"39,360","435,880"
British Columbia,Diabetes,'65-79',Females,2006,18.32,0.49,18.15,18.5,"41,970","229,040"
British Columbia,Diabetes,'80+',Females,2006,17.92,0.7,17.67,18.16,"20,550","114,700"
British Columbia,Diabetes,'1+',Males,2006,6.62,0.27,6.58,6.65,"142,350","2,150,990"
British Columbia,Diabetes,'1-19',Males,2006,0.31,2.57,0.3,0.33,"1,510","486,120"
British Columbia,Diabetes,'20-34',Males,2006,0.87,1.64,0.84,0.89,"3,730","431,120"
British Columbia,Diabetes,'35-49',Males,2006,3.67,0.73,3.61,3.72,"18,790","512,650"
British Columbia,Diabetes,'50-64',Males,2006,11.84,0.44,11.74,11.94,"51,320","433,450"
British Columbia,Diabetes,'65-79',Males,2006,23.47,0.44,23.26,23.67,"51,020","217,420"
British Columbia,Diabetes,'80+',Males,2006,22.74,0.79,22.39,23.1,"15,970","70,220"
British Columbia,Diabetes,'1+',Both sexes,2007,6.47,0.19,6.45,6.49,"285,000","4,405,780"
British Columbia,Diabetes,'1-19',Both sexes,2007,0.32,1.83,0.3,0.33,"2,980","944,970"
British Columbia,Diabetes,'20-34',Both sexes,2007,0.92,1.11,0.9,0.94,"8,080","878,310"
British Columbia,Diabetes,'35-49',Both sexes,2007,3.59,0.52,3.56,3.63,"37,020","1,030,330"
British Columbia,Diabetes,'50-64',Both sexes,2007,10.78,0.32,10.72,10.85,"97,340","902,600"
British Columbia,Diabetes,'65-79',Both sexes,2007,21.66,0.32,21.53,21.8,"99,460","459,170"
British Columbia,Diabetes,'80+',Both sexes,2007,21.07,0.5,20.86,21.28,"40,120","190,410"
British Columbia,Diabetes,'1+',Females,2007,5.95,0.28,5.92,5.98,"132,200","2,222,320"
British Columbia,Diabetes,'1-19',Females,2007,0.3,2.69,0.28,0.32,"1,380","459,360"
British Columbia,Diabetes,'20-34',Females,2007,0.94,1.55,0.91,0.97,"4,140","438,860"
British Columbia,Diabetes,'35-49',Females,2007,3.31,0.76,3.26,3.36,"17,150","518,660"
British Columbia,Diabetes,'50-64',Females,2007,9.34,0.49,9.25,9.43,"42,320","452,980"
British Columbia,Diabetes,'65-79',Females,2007,19.01,0.47,18.84,19.19,"44,700","235,120"
British Columbia,Diabetes,'80+',Females,2007,19.2,0.67,18.95,19.45,"22,530","117,350"
British Columbia,Diabetes,'1+',Males,2007,7,0.26,6.96,7.03,"152,800","2,183,460"
British Columbia,Diabetes,'1-19',Males,2007,0.33,2.51,0.31,0.34,"1,590","485,610"
British Columbia,Diabetes,'20-34',Males,2007,0.9,1.59,0.87,0.93,"3,940","439,450"
British Columbia,Diabetes,'35-49',Males,2007,3.89,0.71,3.83,3.94,"19,880","511,680"
British Columbia,Diabetes,'50-64',Males,2007,12.24,0.43,12.14,12.34,"55,030","449,630"
British Columbia,Diabetes,'65-79',Males,2007,24.44,0.43,24.24,24.65,"54,760","224,040"
British Columbia,Diabetes,'80+',Males,2007,24.08,0.75,23.72,24.43,"17,590","73,060"
British Columbia,Diabetes,'1+',Both sexes,2008,6.84,0.18,6.82,6.87,"306,030","4,472,430"
British Columbia,Diabetes,'1-19',Both sexes,2008,0.33,1.8,0.32,0.34,"3,100","944,000"
British Columbia,Diabetes,'20-34',Both sexes,2008,0.95,1.08,0.93,0.97,"8,560","901,060"
British Columbia,Diabetes,'35-49',Both sexes,2008,3.81,0.51,3.77,3.85,"39,110","1,026,080"
British Columbia,Diabetes,'50-64',Both sexes,2008,11.22,0.31,11.15,11.29,"104,580","931,960"
British Columbia,Diabetes,'65-79',Both sexes,2008,22.55,0.31,22.41,22.68,"106,730","473,390"
British Columbia,Diabetes,'80+',Both sexes,2008,22.43,0.48,22.22,22.64,"43,960","195,970"
British Columbia,Diabetes,'1+',Females,2008,6.28,0.27,6.25,6.32,"141,730","2,255,490"
British Columbia,Diabetes,'1-19',Females,2008,0.31,2.64,0.3,0.33,"1,430","458,900"
British Columbia,Diabetes,'20-34',Females,2008,0.96,1.52,0.93,0.99,"4,330","449,610"
British Columbia,Diabetes,'35-49',Females,2008,3.48,0.75,3.43,3.53,"17,980","516,460"
British Columbia,Diabetes,'50-64',Females,2008,9.72,0.47,9.63,9.8,"45,520","468,540"
British Columbia,Diabetes,'65-79',Females,2008,19.82,0.46,19.64,20,"47,980","242,090"
British Columbia,Diabetes,'80+',Females,2008,20.43,0.64,20.18,20.69,"24,490","119,860"
British Columbia,Diabetes,'1+',Males,2008,7.41,0.25,7.38,7.45,"164,310","2,216,960"
British Columbia,Diabetes,'1-19',Males,2008,0.34,2.45,0.33,0.36,"1,670","485,090"
British Columbia,Diabetes,'20-34',Males,2008,0.94,1.54,0.91,0.97,"4,230","451,440"
British Columbia,Diabetes,'35-49',Males,2008,4.15,0.69,4.09,4.2,"21,130","509,610"
British Columbia,Diabetes,'50-64',Males,2008,12.75,0.41,12.64,12.85,"59,070","463,430"
British Columbia,Diabetes,'65-79',Males,2008,25.4,0.41,25.19,25.6,"58,740","231,290"
British Columbia,Diabetes,'80+',Males,2008,25.58,0.72,25.23,25.95,"19,470","76,100"
British Columbia,Diabetes,'1+',Both sexes,2009,7.25,0.17,7.23,7.28,"328,440","4,527,100"
British Columbia,Diabetes,'1-19',Both sexes,2009,0.34,1.77,0.33,0.35,"3,180","941,760"
British Columbia,Diabetes,'20-34',Both sexes,2009,0.99,1.05,0.97,1.01,"9,100","915,910"
British Columbia,Diabetes,'35-49',Both sexes,2009,4.05,0.49,4.02,4.09,"41,280","1,018,100"
British Columbia,Diabetes,'50-64',Both sexes,2009,11.75,0.3,11.68,11.82,"113,020","961,740"
British Columbia,Diabetes,'65-79',Both sexes,2009,23.4,0.3,23.26,23.54,"114,100","487,620"
British Columbia,Diabetes,'80+',Both sexes,2009,23.65,0.46,23.43,23.86,"47,760","201,980"
British Columbia,Diabetes,'1+',Females,2009,6.65,0.26,6.62,6.69,"151,990","2,284,650"
British Columbia,Diabetes,'1-19',Females,2009,0.32,2.6,0.31,0.34,"1,480","457,890"
British Columbia,Diabetes,'20-34',Females,2009,1,1.48,0.97,1.02,"4,550","457,160"
British Columbia,Diabetes,'35-49',Females,2009,3.68,0.73,3.63,3.73,"18,880","513,160"
British Columbia,Diabetes,'50-64',Females,2009,10.21,0.45,10.12,10.3,"49,430","484,350"
British Columbia,Diabetes,'65-79',Females,2009,20.54,0.44,20.37,20.72,"51,170","249,090"
British Columbia,Diabetes,'80+',Females,2009,21.51,0.61,21.25,21.77,"26,450","122,970"
British Columbia,Diabetes,'1+',Males,2009,7.87,0.24,7.83,7.91,"176,460","2,242,470"
British Columbia,Diabetes,'1-19',Males,2009,0.35,2.43,0.33,0.37,"1,690","483,850"
British Columbia,Diabetes,'20-34',Males,2009,0.99,1.49,0.96,1.02,"4,530","458,730"
British Columbia,Diabetes,'35-49',Males,2009,4.43,0.67,4.38,4.49,"22,390","504,940"
British Columbia,Diabetes,'50-64',Males,2009,13.32,0.4,13.22,13.43,"63,600","477,400"
British Columbia,Diabetes,'65-79',Males,2009,26.38,0.4,26.18,26.59,"62,930","238,520"
British Columbia,Diabetes,'80+',Males,2009,26.97,0.69,26.61,27.34,"21,310","79,000"
British Columbia,Diabetes,'1+',Both sexes,2010,7.6,0.17,7.57,7.62,"348,530","4,586,460"
British Columbia,Diabetes,'1-19',Both sexes,2010,0.34,1.76,0.33,0.36,"3,240","940,850"
British Columbia,Diabetes,'20-34',Both sexes,2010,1.01,1.03,0.99,1.03,"9,450","932,650"
British Columbia,Diabetes,'35-49',Both sexes,2010,4.26,0.48,4.22,4.3,"43,040","1,009,520"
British Columbia,Diabetes,'50-64',Both sexes,2010,12.11,0.29,12.04,12.18,"120,180","992,150"
British Columbia,Diabetes,'65-79',Both sexes,2010,24.06,0.29,23.92,24.2,"120,850","502,300"
British Columbia,Diabetes,'80+',Both sexes,2010,24.77,0.44,24.56,24.98,"51,760","208,980"
British Columbia,Diabetes,'1+',Females,2010,6.96,0.25,6.93,6.99,"161,120","2,314,780"
British Columbia,Diabetes,'1-19',Females,2010,0.33,2.56,0.32,0.35,"1,530","457,240"
British Columbia,Diabetes,'20-34',Females,2010,1.02,1.45,1,1.05,"4,760","464,730"
British Columbia,Diabetes,'35-49',Females,2010,3.84,0.71,3.79,3.89,"19,570","509,800"
British Columbia,Diabetes,'50-64',Females,2010,10.5,0.44,10.41,10.59,"52,530","500,180"
British Columbia,Diabetes,'65-79',Females,2010,21.13,0.43,20.95,21.31,"54,230","256,690"
British Columbia,Diabetes,'80+',Females,2010,22.59,0.59,22.32,22.85,"28,490","126,140"
British Columbia,Diabetes,'1+',Males,2010,8.25,0.23,8.21,8.29,"187,410","2,271,690"
British Columbia,Diabetes,'1-19',Males,2010,0.35,2.42,0.34,0.37,"1,710","483,620"
British Columbia,Diabetes,'20-34',Males,2010,1,1.46,0.98,1.03,"4,700","467,920"
British Columbia,Diabetes,'35-49',Males,2010,4.69,0.65,4.63,4.75,"23,450","499,700"
British Columbia,Diabetes,'50-64',Males,2010,13.75,0.38,13.65,13.85,"67,650","491,980"
British Columbia,Diabetes,'65-79',Males,2010,27.13,0.39,26.92,27.33,"66,630","245,630"
British Columbia,Diabetes,'80+',Males,2010,28.09,0.66,27.73,28.45,"23,270","82,840"
British Columbia,Diabetes,'1+',Both sexes,2011,7.94,0.16,7.92,7.97,"368,310","4,635,930"
British Columbia,Diabetes,'1-19',Both sexes,2011,0.35,1.75,0.34,0.36,"3,270","937,120"
British Columbia,Diabetes,'20-34',Both sexes,2011,1.05,1,1.03,1.07,"9,930","943,740"
British Columbia,Diabetes,'35-49',Both sexes,2011,4.45,0.47,4.41,4.49,"44,540","1,000,850"
British Columbia,Diabetes,'50-64',Both sexes,2011,12.38,0.28,12.31,12.45,"125,100","1,010,530"
British Columbia,Diabetes,'65-79',Both sexes,2011,24.57,0.28,24.44,24.7,"129,790","528,270"
British Columbia,Diabetes,'80+',Both sexes,2011,25.85,0.42,25.63,26.06,"55,680","215,410"
British Columbia,Diabetes,'1+',Females,2011,7.28,0.24,7.25,7.32,"170,420","2,339,670"
British Columbia,Diabetes,'1-19',Females,2011,0.34,2.55,0.32,0.36,"1,540","455,690"
British Columbia,Diabetes,'20-34',Females,2011,1.06,1.41,1.04,1.09,"5,000","469,490"
British Columbia,Diabetes,'35-49',Females,2011,4.02,0.7,3.96,4.07,"20,330","505,920"
British Columbia,Diabetes,'50-64',Females,2011,10.77,0.43,10.68,10.86,"54,870","509,640"
British Columbia,Diabetes,'65-79',Females,2011,21.62,0.41,21.44,21.79,"58,360","269,970"
British Columbia,Diabetes,'80+',Females,2011,23.51,0.57,23.24,23.77,"30,310","128,950"
British Columbia,Diabetes,'1+',Males,2011,8.62,0.22,8.58,8.66,"197,900","2,296,270"
British Columbia,Diabetes,'1-19',Males,2011,0.36,2.4,0.34,0.38,"1,730","481,440"
British Columbia,Diabetes,'20-34',Males,2011,1.04,1.43,1.01,1.07,"4,920","474,240"
British Columbia,Diabetes,'35-49',Males,2011,4.89,0.64,4.83,4.95,"24,210","494,920"
British Columbia,Diabetes,'50-64',Males,2011,14.02,0.38,13.92,14.13,"70,230","500,890"
British Columbia,Diabetes,'65-79',Males,2011,27.65,0.37,27.45,27.86,"71,430","258,300"
British Columbia,Diabetes,'80+',Males,2011,29.35,0.63,28.99,29.71,"25,380","86,470"
British Columbia,Diabetes,'1+',Both sexes,2012,8.22,0.16,8.2,8.25,"384,760","4,679,000"
British Columbia,Diabetes,'1-19',Both sexes,2012,0.36,1.74,0.34,0.37,"3,320","931,280"
British Columbia,Diabetes,'20-34',Both sexes,2012,1.06,1,1.04,1.08,"10,070","952,660"
British Columbia,Diabetes,'35-49',Both sexes,2012,4.54,0.47,4.5,4.58,"44,820","986,970"
British Columbia,Diabetes,'50-64',Both sexes,2012,12.55,0.28,12.48,12.62,"129,230","1,029,990"
British Columbia,Diabetes,'65-79',Both sexes,2012,24.77,0.27,24.64,24.9,"137,870","556,560"
British Columbia,Diabetes,'80+',Both sexes,2012,26.83,0.41,26.62,27.05,"59,450","221,540"
British Columbia,Diabetes,'1+',Females,2012,7.54,0.24,7.51,7.58,"178,100","2,361,520"
British Columbia,Diabetes,'1-19',Females,2012,0.35,2.52,0.33,0.36,"1,570","452,640"
British Columbia,Diabetes,'20-34',Females,2012,1.07,1.41,1.04,1.1,"5,060","473,670"
British Columbia,Diabetes,'35-49',Females,2012,4.1,0.7,4.05,4.16,"20,500","499,550"
British Columbia,Diabetes,'50-64',Females,2012,10.92,0.42,10.83,11.01,"56,760","519,680"
British Columbia,Diabetes,'65-79',Females,2012,21.85,0.4,21.68,22.03,"62,130","284,290"
British Columbia,Diabetes,'80+',Females,2012,24.36,0.56,24.1,24.63,"32,090","131,710"
British Columbia,Diabetes,'1+',Males,2012,8.92,0.22,8.88,8.96,"206,650","2,317,460"
British Columbia,Diabetes,'1-19',Males,2012,0.36,2.4,0.35,0.38,"1,740","478,640"
British Columbia,Diabetes,'20-34',Males,2012,1.05,1.41,1.02,1.08,"5,010","478,990"
British Columbia,Diabetes,'35-49',Males,2012,4.99,0.64,4.93,5.05,"24,320","487,420"
British Columbia,Diabetes,'50-64',Males,2012,14.2,0.37,14.1,14.31,"72,470","510,300"
British Columbia,Diabetes,'65-79',Males,2012,27.82,0.36,27.62,28.02,"75,750","272,280"
British Columbia,Diabetes,'80+',Males,2012,30.46,0.6,30.1,30.82,"27,370","89,850"
British Columbia,Diabetes,'1+',Both sexes,2013,8.48,0.16,8.45,8.51,"399,370","4,709,260"
British Columbia,Diabetes,'1-19',Both sexes,2013,0.36,1.73,0.35,0.37,"3,350","926,090"
British Columbia,Diabetes,'20-34',Both sexes,2013,1.07,0.99,1.05,1.09,"10,230","956,560"
British Columbia,Diabetes,'35-49',Both sexes,2013,4.6,0.47,4.56,4.64,"44,670","970,780"
British Columbia,Diabetes,'50-64',Both sexes,2013,12.67,0.27,12.6,12.74,"132,460","1,045,250"
British Columbia,Diabetes,'65-79',Both sexes,2013,24.98,0.26,24.85,25.1,"145,760","583,600"
British Columbia,Diabetes,'80+',Both sexes,2013,27.71,0.4,27.49,27.93,"62,900","226,990"
British Columbia,Diabetes,'1+',Females,2013,7.78,0.23,7.75,7.82,"185,110","2,378,170"
British Columbia,Diabetes,'1-19',Females,2013,0.36,2.5,0.34,0.37,"1,600","450,350"
British Columbia,Diabetes,'20-34',Females,2013,1.07,1.4,1.04,1.1,"5,090","475,350"
British Columbia,Diabetes,'35-49',Females,2013,4.2,0.7,4.14,4.26,"20,630","491,440"
British Columbia,Diabetes,'50-64',Females,2013,11.05,0.41,10.96,11.14,"58,390","528,440"
British Columbia,Diabetes,'65-79',Females,2013,21.99,0.39,21.82,22.16,"65,650","298,530"
British Columbia,Diabetes,'80+',Females,2013,25.18,0.54,24.91,25.45,"33,760","134,060"
British Columbia,Diabetes,'1+',Males,2013,9.19,0.22,9.15,9.23,"214,260","2,331,100"
British Columbia,Diabetes,'1-19',Males,2013,0.37,2.39,0.35,0.39,"1,750","475,740"
British Columbia,Diabetes,'20-34',Males,2013,1.07,1.39,1.04,1.1,"5,140","481,200"
British Columbia,Diabetes,'35-49',Males,2013,5.02,0.64,4.95,5.08,"24,040","479,330"
British Columbia,Diabetes,'50-64',Males,2013,14.33,0.37,14.23,14.44,"74,070","516,810"
British Columbia,Diabetes,'65-79',Males,2013,28.1,0.35,27.91,28.3,"80,120","285,080"
British Columbia,Diabetes,'80+',Males,2013,31.36,0.59,31,31.72,"29,140","92,920"
British Columbia,Diabetes,'1+',Both sexes,2014,8.68,0.16,8.65,8.71,"413,590","4,764,460"
British Columbia,Diabetes,'1-19',Both sexes,2014,0.36,1.73,0.35,0.37,"3,330","925,870"
British Columbia,Diabetes,'20-34',Both sexes,2014,1.09,0.97,1.07,1.11,"10,540","967,700"
British Columbia,Diabetes,'35-49',Both sexes,2014,4.62,0.47,4.58,4.67,"44,670","966,010"
British Columbia,Diabetes,'50-64',Both sexes,2014,12.74,0.27,12.67,12.81,"134,860","1,058,650"
British Columbia,Diabetes,'65-79',Both sexes,2014,25.07,0.26,24.94,25.19,"153,630","612,900"
British Columbia,Diabetes,'80+',Both sexes,2014,28.53,0.39,28.31,28.74,"66,560","233,330"
British Columbia,Diabetes,'1+',Females,2014,7.97,0.23,7.93,8,"191,810","2,407,320"
British Columbia,Diabetes,'1-19',Females,2014,0.35,2.52,0.33,0.37,"1,570","450,820"
British Columbia,Diabetes,'20-34',Females,2014,1.1,1.38,1.07,1.13,"5,270","480,610"
British Columbia,Diabetes,'35-49',Females,2014,4.24,0.69,4.18,4.3,"20,740","489,500"
British Columbia,Diabetes,'50-64',Females,2014,11.11,0.41,11.02,11.2,"59,540","535,810"
British Columbia,Diabetes,'65-79',Females,2014,22.06,0.38,21.89,22.22,"69,210","313,800"
British Columbia,Diabetes,'80+',Females,2014,25.93,0.53,25.66,26.2,"35,460","136,750"
British Columbia,Diabetes,'1+',Males,2014,9.41,0.21,9.37,9.45,"221,780","2,357,130"
British Columbia,Diabetes,'1-19',Males,2014,0.37,2.38,0.35,0.39,"1,760","475,050"
British Columbia,Diabetes,'20-34',Males,2014,1.08,1.38,1.05,1.11,"5,260","487,080"
British Columbia,Diabetes,'35-49',Males,2014,5.02,0.65,4.96,5.09,"23,940","476,520"
British Columbia,Diabetes,'50-64',Males,2014,14.4,0.36,14.3,14.51,"75,310","522,830"
British Columbia,Diabetes,'65-79',Males,2014,28.22,0.34,28.03,28.41,"84,410","299,080"
British Columbia,Diabetes,'80+',Males,2014,32.19,0.57,31.84,32.55,"31,090","96,570"
British Columbia,Diabetes,'1+',Both sexes,2015,8.83,0.15,8.81,8.86,"427,430","4,839,700"
British Columbia,Diabetes,'1-19',Both sexes,2015,0.36,1.74,0.34,0.37,"3,320","931,470"
British Columbia,Diabetes,'20-34',Both sexes,2015,1.11,0.96,1.09,1.13,"10,940","984,490"
British Columbia,Diabetes,'35-49',Both sexes,2015,4.63,0.47,4.59,4.68,"45,020","971,640"
British Columbia,Diabetes,'50-64',Both sexes,2015,12.83,0.27,12.76,12.89,"137,250","1,070,090"
British Columbia,Diabetes,'65-79',Both sexes,2015,25.08,0.25,24.96,25.2,"160,970","641,880"
British Columbia,Diabetes,'80+',Both sexes,2015,29.12,0.38,28.9,29.34,"69,920","240,110"
British Columbia,Diabetes,'1+',Females,2015,8.1,0.22,8.07,8.14,"198,090","2,445,360"
British Columbia,Diabetes,'1-19',Females,2015,0.35,2.52,0.33,0.36,"1,570","453,560"
British Columbia,Diabetes,'20-34',Females,2015,1.13,1.35,1.1,1.16,"5,520","488,770"
British Columbia,Diabetes,'35-49',Females,2015,4.28,0.69,4.22,4.33,"21,030","491,920"
British Columbia,Diabetes,'50-64',Females,2015,11.17,0.41,11.08,11.26,"60,590","542,440"
British Columbia,Diabetes,'65-79',Females,2015,22.03,0.37,21.87,22.19,"72,450","328,930"
British Columbia,Diabetes,'80+',Females,2015,26.43,0.52,26.16,26.7,"36,930","139,750"
British Columbia,Diabetes,'1+',Males,2015,9.58,0.21,9.54,9.62,"229,340","2,394,330"
British Columbia,Diabetes,'1-19',Males,2015,0.37,2.38,0.35,0.39,"1,760","477,930"
British Columbia,Diabetes,'20-34',Males,2015,1.09,1.36,1.06,1.12,"5,410","495,720"
British Columbia,Diabetes,'35-49',Males,2015,5,0.65,4.94,5.06,"23,990","479,730"
British Columbia,Diabetes,'50-64',Males,2015,14.53,0.36,14.43,14.63,"76,660","527,640"
British Columbia,Diabetes,'65-79',Males,2015,28.29,0.34,28.1,28.47,"88,520","312,950"
